SEXO,NIVEL EDUCATIVO,ESTADO CIVIL,OCUPACIÓN,REGIMEN SEGURIDAD SOCIAL,INGRESOS MENSUALES,GRUPO POBLACIONAL,ÉTNICO,CICLO DE VIDA,CAMPESINO,DISCAPACIDAD,LOCALIDAD,CABILDO,BARRIO/CORREGIMIENTO,SECTOR,FECHA DE RESOLUCIÓN,ENTIDAD DISTRITAL QUE ASIGNA EL SUBSIDIO,TIPO DE MEJORAMIENTO,VALOR DEL SUBSIDIO
Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REGISTRADO,NO REPORTADO,NO DISPONIBLE,No,Ninguna,NO REPORTADO,NO REPORTADO,"PONTEZUELA, PUERTO REY, ARROYO DE PIEDRA, TIERRA BAJA Y PUNTA CANOA",RURAL,11/14/2024 12:00:00 AM,FONVIVIENDA,RURAL,"$   25,520,000.00"
Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REGISTRADO,NO REPORTADO,NO DISPONIBLE,No,Ninguna,NO REPORTADO,NO REPORTADO,"PONTEZUELA, PUERTO REY, ARROYO DE PIEDRA, TIERRA BAJA Y PUNTA CANOA",RURAL,11/14/2024 12:00:00 AM,FONVIVIENDA,RURAL,"$   25,520,000.00"
Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REGISTRADO,NO REPORTADO,NO DISPONIBLE,No,Ninguna,NO REPORTADO,NO REPORTADO,"PONTEZUELA, PUERTO REY, ARROYO DE PIEDRA, TIERRA BAJA Y PUNTA CANOA",RURAL,11/14/2024 12:00:00 AM,FONVIVIENDA,RURAL,"$   25,520,000.00"
Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REGISTRADO,NO REPORTADO,NO DISPONIBLE,No,Ninguna,NO REPORTADO,NO REPORTADO,"PONTEZUELA, PUERTO REY, ARROYO DE PIEDRA, TIERRA BAJA Y PUNTA CANOA",RURAL,11/14/2024 12:00:00 AM,FONVIVIENDA,RURAL,"$   25,520,000.00"
Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REGISTRADO,NO REPORTADO,NO DISPONIBLE,No,Ninguna,NO REPORTADO,NO REPORTADO,EL POZON,RURAL,05/21/2025 12:00:00 AM,FONVIVIENDA,SANEAMIENTO BÁSICO,"$   15,597,493.00"
Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REGISTRADO,NO REPORTADO,NO DISPONIBLE,No,Ninguna,NO REPORTADO,NO REPORTADO,EL POZON,RURAL,05/21/2025 12:00:00 AM,FONVIVIENDA,SANEAMIENTO BÁSICO,"$   15,574,482.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Unión libre,Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),No tiene,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Empleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),No tiene,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Desempleado,Subsidiado (EPS-S),No tiene,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Separado(a) o divorciado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Indígena,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Separado(a) o divorciado(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Raizal del archipiélago de San Andrés, Providencia y Santa Catalina",NO DISPONIBLE,Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",JUVENTUD (18-28),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Técnico o tecnológico (1 - 4),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",JUVENTUD (18-28),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Casado(a),Empleado,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Ninguno,Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Media (10.o - 13.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Damnificados,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Casado(a),Sin actividad,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Motora,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Media (10.o - 13.o),Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Media (10.o - 13.o),Separado(a) o divorciado(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Casado(a),Sin actividad,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Visual,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Empleado,Contributivo (EPS),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Técnico o tecnológico (1 - 4),Casado(a),Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Contributivo (EPS),No tiene,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Ninguno,Viudo(a),Sin actividad,Subsidiado (EPS-S),No tiene,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",JUVENTUD (18-28),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Sin actividad,Subsidiado (EPS-S),No tiene,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Ninguno,Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Media (10.o - 13.o),Viudo(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Ninguno,Casado(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Hombre,Ninguno,Casado(a),Incapacitado permanentemente para trabajar,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Cognitiva,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,Ninguno,ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PUNTA CANOA,RURAL,06/03/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO Y CONDICIONES DE HABITABILIDAD,"$   19,929,000.00"
